Event_ID,name,name_ID
Event0,cv_name,name0
Event0,ca_name,name1
Event1,cv_name,name1
Event1,ca_name,name2
Event2,cv_name,name2
Event2,ca_name,name3
Event3,cv_name,name3
Event3,ca_name,name4
Event4,cv_name,name4
Event4,ca_name,name5
Event5,cv_name,name5
Event5,ca_name,name6
Event9,cv_name,name6
Event9,ca_name,name7
